German,English
beeindruckender,impressive
klemmen,clamp
strippen,strip
pryce,pryce
fliegender,flying
polizeiauto,police car
faser,fiber
elsie,Elsie
schnappten,snapped
nudel,noodle
ryans,Ryan's
gewogen,weighed
aufbaut,builds
absolution,absolution
zoff,conflict
abgesandter,envoy
heiser,hoarse
stünden,would be
falltür,trapdoor
angewohnheiten,habits
unkosten,expenses
pünktchen,dot
glüht,glows
durchnässt,soaked
traumfrau,dream woman
cedar,cedar
rings,rings
schall,sound
gewaltsamen,violent
medellin,Medellin
tapete,wallpaper
bereitwillig,willing
nano,nano
anderenfalls,otherwise
märkte,markets
stoffwechsel,metabolism
gleitet,glides
mordnacht,murder night
beruflichen,professional
unerwarteten,unexpected
zeitlupe,slow motion
signiert,signed
skulpturen,sculptures
saw,saw
sitting,sitting
kazon,Kazon
verstärker,amplifier
nilpferd,hippopotamus
überlegenheit,superiority
liebender,loving
shot,shot
warden,warden
sprechende,talking
rockefeller,Rockefeller
tulpe,tulip
tänze,dances
aufgefangen,captured
schadensbericht,damage report
schwinden,diminish
gefördert,funded
zerbrich,break
heilsarmee,Salvation Army
aufjeden,In any
vertieft,deepened
arn,arn
bräuchtest,you would need
angenehmes,pleasant
mulligan,mulligan
mitnimmst,you take with you
heimgekommen,came home
erdulden,endure
sayonara,sayonara
deutete,indicated
haferbrei,porridge
stinson,stinson
ih,ih
jer,jer
shredder,shredder
latino,Latino
norfolk,Norfolk
baumeln,dangle
duo,duo
tratschen,gossip
totengräber,gravedigger
betonung,emphasis
beträchtliche,considerable
salute,salute
grässliche,gruesome
nutzloser,useless
wiederwahl,re-election
zensur,censorship
begleiterin,companion
verschiebt,postpones
vordere,front
downey,downey
vielem,many things
gemach,chamber
einbruchs,burglary
ladens,store
anstrengenden,strenuous
entfallen,omitted
eingelocht,locked up
horen,hear
hafer,oats
walther,Walther
armbänder,bracelets
kostenloses,free
managerin,manager
holy,holy
untergebenen,subordinates
bryson,Bryson
class,class
hauptkommissar,chief inspector
schleimer,slime
konsequent,consistently
intus,intus
ermittle,investigate
absprache,agreement
konzentrationslager,concentration camp
kugelsicher,bulletproof
latif,latif
aufzuwachsen,growing up
karnickel,rabbit
nahaufnahme,close-up
kraftvoll,powerful
shapiro,shapiro
jämmerlichen,miserable
langford,Langford
vergeudest,you waste
enttäuschungen,disappointments
ergo,ergo
drosseln,throttle
kollateralschaden,collateral damage
mcbride,McBride
orks,orcs
miterlebt,witnessed
polizeischule,police academy
auftauchten,appeared
leviathan,Leviathan
moneten,dough
menschenskind,human child
heimzuzahlen,to pay back
pardaillan,pardaillan
player,player
soho,soho
rotem,red
pein,pain
waits,waits
transponder,transponder
zwirn,thread
schlimmstenfalls,worst case
prüde,prudish
fänd,found
tiefste,deepest
row,row
ehemannes,husband
pupkin,pupkin
besiegten,defeated
einzuschlagen,to strike
suspendierung,suspension
alexej,Alexey
janes,Janes
unbegreiflich,incomprehensible
graues,grey
hanks,hanks
senorita,senorita
bauarbeiten,construction work
abzubrechen,to cancel
rudolph,Rudolph
institute,institute
spulen,wash
belgier,Belgian
kuck,look
erblickt,seen
mccall,McCall
genfer,Geneva
enkeln,grandchildren
report,report
nachgelassen,decreased
auseinandersetzen,deal with
ready,ready
georgetown,georgetown
dodger,dodger
verbirgst,hide
robins,Robins
beleuchtet,illuminated
miterleben,witness
dash,dash
likör,liqueur
zugezogen,moved
ballsaal,ballroom
bong,bong
verscheuchen,scare away
mammi,mommy
aldrin,aldrin
gegenüberstellung,comparison
angewidert,disgusted
gymnastik,gymnastics
jammerlappen,Whiner
tschetschenien,Chechnya
unnötigen,unnecessary
patriotismus,patriotism
durchsichtig,transparent
oooh,oooh
vorhabt,intends
python,python
sha,sha
monitore,monitors
barbarisch,barbaric
unterirdische,underground
streikt,strikes
entsinne,remember
aussahen,looked
verkehrsunfall,traffic accident
fotografien,photographs
derwisch,dervish
feinste,finest
kom,kom
niemandsland,no man's land
verwüstung,devastation
hühnerstall,chicken coop
alba,alba
glorreiche,glorious
mamis,moms
fremdsprache,foreign language
rennie,rennie
skies,skis
absteige,descend
zusammenpassen,match
inkognito,incognito
gestreckt,stretched
spice,spice
einschränkungen,restrictions
hiesige,local
nektar,nectar
unbehagen,discomfort
jelly,jelly
eisbären,polar bears
bosnien,Bosnia
odile,Odile
schälen,peel
birmingham,Birmingham
sahara,Sahara
rooney,rooney
ares,ares
mags,mags
darth,Darth
augenzeuge,eyewitness
verschlimmern,worsen
straff,tight
parkett,parquet
hinterließen,left behind
beneidet,envied
ordens,order
bürgerlichen,bourgeois
fragtest,you asked
verspürt,felt
gewinnerin,winner
vormarsch,advance
edelsteine,gemstones
blutergüsse,bruises
lederjacke,leather jacket
erfolgte,took
erzengel,archangel
brandi,brandi
jiro,Jiro
knüpfen,tie
sweetheart,sweetheart
selim,Selim
tomorrow,tomorrow
klügsten,smartest
fruchtblase,amniotic sac
takeda,takeda
schläfe,temple
cable,cable
blutete,bled
mobilisieren,mobilize
einbeziehen,include
schwiegereltern,parents-in-law
johnston,johnston
dreckstück,piece of dirt
biegt,bends
detailliert,detailed
simulieren,simulate
tac,tac
abstoßen,repel
sehenswürdigkeiten,sightseeing attractions
verlogener,deceitful
gestein,rock
marcia,Marcia
vorzunehmen,to do
vorschau,preview
stampfen,stamping
rovere,Rovere
frust,frustration
poseidon,Poseidon
schnitzen,carve
herumläuft,running around
deponiert,deposited
vorlaut,cheeky
venice,Venice
graystone,graystone
frl,frl
stadtzentrum,city ​​center
short,short
pritchard,Pritchard
überbieten,outbid
attrappe,dummy
dolan,dolan
moskauer,Moscow
einzujagen,to instill
stinkreich,filthy rich
feierst,celebrate
flüche,curses
tunneln,tunnels
duften,smell
königlicher,royal
irischer,Irish
inkompetent,incompetent
vorherbestimmt,predetermined
ophelia,Ophelia
reinwaschen,Wash clean
payne,payne
brittany,Brittany
eingestürzt,collapsed
moechte,want
sperrgebiet,restricted area
vermählt,married
echtem,genuine
geheimgang,secret passage
bildhauer,sculptor
sevilla,Seville
drumherum,all around
hitzkopf,hothead
rap,rap
schnaufen,panting
lügendetektortest,lie detector test
rowena,rowena
steinzeit,Stone Age
patmore,patmore
impfen,vaccinate
paro,paro
gel,gel
erzfeind,archenemy
zucht,breed
hundescheiße,dog shit
creed,creed
kettenreaktion,chain reaction
krause,curly
mitsuko,mitsuko
untertasse,saucer
pongo,pongo
cholesterin,cholesterol
isabell,Isabell
polizeipräsidium,police headquarters
ordne,order
auswirkung,impact
schutzlos,defenseless
mysteriöser,mysterious
kode,code
füssen,feet
tatsuya,tatsuya
langfristig,long-term
abgewendet,averted
kommandieren,command
dichtung,seal
dienstplan,duty roster
messungen,measurements
flugtickets,flight tickets
arschkriecher,ass-kisser
kommandiert,commanded
musikalische,musical
poor,poor
heini,heini
belanglos,irrelevant
quint,quint
auslegen,lay out
uiind,uiind
gattung,genus
morrow,morrow
posaune,trombone
spendiere,spend
wanderung,hiking
mahler,Mahler
fortuna,Fortuna
plastiktüte,plastic bag
vorbringen,to bring forward
verabscheut,detested
anteilnahme,condolences
rennstrecke,race track
eskaliert,escalated
gestreichelt,stroked
regelmäßige,regular
sechzig,sixty
wolkenkratzer,skyscraper
shaft,shaft
wirr,confused
saiten,strings
herrenhaus,manor house
masern,measles
überließ,left
niederen,lower
begabter,gifted
schlumpfine,Smurfette
ood,ood
scarraner,scarraner
schleppte,dragged
prostata,prostate
aorta,aorta
abkratzen,scrape
gelobte,praised
dynamik,dynamics
liebstes,dearest
aufgespießt,impaled
erstklassigen,first-class
massenmörder,mass murderer
anmache,pickup
würste,sausages
liedchen,ditty
anstellst,you
offiziers,officers
elfenbein,ivory
dächer,roofs
ausgetragen,held
unausweichlich,inevitable
stammst,come from
romulus,Romulus
sträflinge,convicts
einzigartiges,unique
caro,caro
massey,Massey
rutherford,Rutherford
bae,bae
tauschte,exchanged
blutzucker,blood sugar
mercury,Mercury
anmutig,graceful
bolivien,Bolivia
edelstein,gemstone
unterirdisch,underground
milieu,milieu
hinschauen,look
raumes,space
hex,hex
abgelegen,remote
aufpasse,be careful
verfassen,write
branson,Branson
friends,friends
keim,germ
bockmist,bullshit
chandra,Chandra
schwärmt,raves
aufgekreuzt,turned up
takeshi,takeshi
lichten,bright
gelbes,yellow
millers,millers
plankton,plankton
wusch,wash
vorionen,vorions
luchs,lynx
mordversuch,Attempted murder
ds,ds
anzugeben,to specify
übernehm,take over
gesehn,seen
präziser,more precisely
gelutscht,sucked
schnapsladen,liquor store
anzugträger,suit wearer
polizeischutz,police protection
angefreundet,befriended
überwindet,overcomes
cleopatra,Cleopatra
durchmache,going through
einsames,lonely
photo,photo
ulla,Ulla
einzigste,unique
verschwiegenheit,secrecy
intellektuell,intellectually
childs,children
korrupter,corrupt
alf,alf
verhandle,negotiate
festnetz,landline
seidenen,silk
pfarrhaus,rectory
ereignete,happened
hecht,pike
mülltonnen,garbage cans
ballkönigin,ball queen
forderst,demand
schlimmeren,worse
prüfte,checked
beklauen,to steal
trauere,mourn
unmöglichen,impossible
weiterkämpfen,keep fighting
ausflüge,excursions
jeanie,Jeanie
tur,door
babysitterin,babysitter
frisiert,hairstyle
browns,browns
gassen,alleys
revolutionären,revolutionary
stunt,stunt
ausarbeiten,develop
hierarchie,hierarchy
unwirklich,unreal
empfahl,recommended
wegweiser,signpost
aufkreuzt,shows up
stripclub,strip club
fahrzeugen,vehicles
mixen,mix
eu,eu
stopfe,stuffing
heißesten,hottest
einigkeit,unity
anziehe,put on
gewünschte,desired
feuerholz,firewood
vorschule,preschool
faye,faye
moni,moni
hellwach,wide awake
herauszubekommen,to find out
gekettet,chained
aufnahm,recording
schönheiten,beauties
dios,dios
meerjungfrauen,mermaids
hepatitis,hepatitis
holocaust,holocaust
befragungen,surveys
alligatoren,alligators
schwachsinnig,moronic
zusammenhängen,related
zyklop,Cyclops
meisterstück,masterpiece
anstarrt,stares
rauen,rough
iphone,iPhone
prosit,Cheers!
benebelt,dazed
chibs,chibs
pelzmantel,fur coat
scheißangst,fucking scared
rutschig,slippery
wiley,Wiley
krüger,Kruger
meckert,complains
managen,manage
vasa,vasa
dänische,Danish
scooter,scooter
scheißhaus,toilet
widmete,dedicated
quatschst,You're talking nonsense
gendarmerie,gendarmerie
mcguire,McGuire
saxophon,saxophone
fußfessel,ankle cuff
scheidungen,divorces
nordafrika,North Africa
römischer,Roman
lebensmittelvergiftung,food poisoning
mort,death
rattern,rattle
schlitzaugen,slanted eyes
modifiziert,modified
edles,elegant
krumme,crooked
monas,monas
bremst,brakes
ausfragen,interrogate
conlon,conlon
einlädt,invites
steel,steel
supernova,supernova
vogue,vogue
pizzen,pizzas
lene,Lene
any,any
zugangscode,access code
schluchzend,sobbing
dokumentieren,document
jodie,Jodie
pfau,peacock
morelli,morelli
eureka,eureka
funkgeräte,radios
henriette,Henriette
plattenfirma,record label
arlette,Arlette
grollt,grumbles
waschbären,raccoons
verkrüppelt,crippled
aufzumuntern,to cheer up
arsen,arsenic
belangen,concern
alleinerziehende,single parents
quaken,croak
patrouillieren,patrol
verschweigt,conceals
plutonium,plutonium
multiple,multiple
widert,repulses
kinderschänder,child abusers
tiefgarage,underground parking garage
pathologie,pathology
unentbehrlich,indispensable
blaine,blaine
delaware,Delaware
hasta,hasta
haftbefehle,arrest warrants
dig,dig
demoliert,demolished
mild,mild
völkermord,genocide
schärfste,sharpest
joints,joints
sacha,Sacha
untersteh,subject
haines,haines
lassie,Lassie
rückfällig,relapse
bestimmungen,provisions
schläuche,hoses
rät,advises
schwerem,heavy
vorwahl,phone prefix
whitmore,Whitmore
milhouse,milhouse
ehesten,most likely
wiederholst,repeat
bekanntlich,as is well known
scharfer,sharp
stäbchen,rod
geländewagen,SUV
verschaffe,provide
einwickeln,wrap
minivan,minivan
schranken,barriers
russin,Russian
cicero,Cicero
moulin,moulin
heißem,hot
vorhatten,planned
schone,beautiful
vickers,Vickers
osiris,osiris
neunzehn,nineteen
küssten,kissed
überschreiben,overwrite
historisch,historical
gutheißen,approve
glock,glock
festgesetzt,established
leitenden,leading
adressbuch,directory
safari,safari
castor,castor
erreger,pathogen
polanski,Polanski
karotte,carrot
dingsda,thingamajig
geschwind,quickly
näht,sews
gottverlassenen,godforsaken
athlet,athlete
verlorenes,lost
ergebener,devoted
ballard,ballard
naturlich,naturally
geschiedene,divorced
odyssee,Odyssey
homosexualität,homosexuality
künstlern,artists
druckerei,printing company
spannt,tenses
bayou,bayou
aufzuheitern,to cheer up
verhaftete,arrested
arbeitszeiten,working hours
sammelst,collect
rezession,recession
fingerspitzen,fingertips
möbeln,furniture
schnauben,snort
zonen,zones
quirke,quirke
vergelten,retaliate
oase,oasis
formieren,form
schwimmst,swim
zutrifft,is true
gönnt,indulge
habens,have
hewitt,Hewitt
gelehrte,scholarly
türschwelle,door threshold
insofern,insofar as
rind,beef
fünfjährigen,five-year-old
priesterin,priestess
ehemanns,husband
massimo,massimo
hergerichtet,prepared
phantasien,fantasies
tromaville,Tromaville
klacks,glob
ernsthafter,serious
chirurgische,surgical
runterfahren,shut down
klarem,clear
dichtmachen,seal
volvo,Volvo
hartman,Hartman
renaissance,Renaissance
zerkratzt,scratched
third,third
storch,stork
yasmin,Yasmin
eilmeldung,breaking news
tönen,tones
innenseite,inside
konditionen,conditions
verdopple,double
runtergeladen,downloaded
schröder,Schröder
zeugenschutz,witness protection
stetig,constantly
gestörte,disturbed
geldgeber,lender
hochnäsig,haughty
renée,Renée
hor,hor
armaturenbrett,dashboard
amal,amal
sachs,Sachs
sense,sense
stabile,stable
tollsten,greatest
zerschmettern,shatter
rapper,rapper
fernand,fernand
spanischer,Spanish
neurotisch,neurotic
typisches,typical
interpretiert,interpreted
nordwesten,northwest
kammerdiener,valet
pfadfindern,scouts
nachhelfen,help
notausgang,emergency exit
gelauscht,eavesdropped
arrogante,arrogant
internationales,international
jamieson,jamieson
barts,Barts
tyrone,Tyrone
pelze,furs
bereichern,enrich
aufzüge,elevators
vorwarnen,give advance warning
guatemala,Guatemala
schütte,pour
festbinden,tie up
schreitet,steps
malaysia,Malaysia
gabeln,forks
quarter,quarter
virtuellen,virtual
ordnungsgemäß,properly
fr,fr
fliesen,tiles
tuttle,tuttle
herausgerissen,torn out
freimaurer,Freemasons
vermiss,miss
verstorbener,deceased
lis,lis
kopftuch,headscarf
abblitzen,rebuff
dobbs,dobbs
unverschämter,outrageous
anonymität,anonymity
östliche,eastern
sonderbare,strange
indirekt,indirect
straßenecke,street corner
citizen,citizen
rentiere,reindeer
ausfall,failure
blackjack,blackjack
auszubrechen,to break out
finanzminister,finance minister
ortiz,Ortiz
papierkorb,wastebasket
unaufhörlich,incessantly
taff,taff
feindliches,hostile
jaulen,howl
zarin,tsarina
hein,hein
genesis,genesis
arif,Arif
serben,Serbs
freihalten,keep free
alina,alina
macke,quirk
schwachstellen,weak points
zimmers,room
trübe,murky
pioniere,pioneers
beschleunigung,acceleration
kronprinz,crown prince
schießstand,shooting range
abenteuern,adventures
köstlichen,delicious
alk,alcohol
aki,aki
austreiben,drive out
pumpt,pumps
kemal,Kemal
schwertes,sword
ausreißer,outlier
schlucke,swallow
gedenkt,commemorates
unwissend,ignorant
landry,landry
yves,yves
fokussieren,focus
talenten,talents
schutzschilde,shields
verdien,earn
vorzumachen,to pretend
bescheißt,cheats
stoßstange,bumper
riesending,huge thing
ventile,valves
zerbrochene,broken
angebliche,alleged
warteschleife,waiting loop
eiskrem,ice cream
vollzählig,all present and accounted for
blanchard,Blanchard
kulturellen,cultural
simuliert,simulated
schweigsam,silent
hüllen,envelopes
lombardo,Lombardy
aloha,aloha
widerspreche,I disagree
kehlen,throats
qualvoll,agonizing
unangenehmen,unpleasant
benito,benito
julias,Julia
nettie,nettie
einbezogen,included
latschen,slippers
zurückkehrst,return
gedenke,remember
aufsagen,recite
maximus,maximus
raumfahrt,space travel
wife,wife
nordseite,north side
liebesbriefe,love letters
vicodin,vicodin
fuße,feet
scheide,vagina
bewies,proved
broker,broker
würdevoll,dignified
königliches,royal
bronco,bronco
albernes,silly
cherie,cherie
rückenmark,spinal cord
alimente,alimony
valentino,Valentino
gekreuzt,crossed
ausgeschlafen,well-rested
besinnung,reflection
tatzeit,time of crime
amerikanischem,American
doppelleben,double life
gegenübertreten,confront
herauszuholen,to extract
welles,wells
feuerball,fireball
wexler,wexler
dehnen,stretch
keil,wedge
domine,domine
gewürgt,choked
reflektiert,reflected
olly,Olly
quintus,quintus
pacino,Pacino
verhältnissen,conditions
einlauf,enema
töpfchen,potty
tron,tron
rin,rin
inicht,in
balkan,Balkans
jos,jos
tres,tres
kluft,gap
klischees,clichés
eingebung,inspiration
schliesst,closes
universitäten,universities
dokumentarfilm,documentary
cousinen,cousins
rauszuhalten,to be kept out
tre,three
kimura,kimura
scheuen,shy
biggs,Biggs
umschläge,envelopes
vermeide,avoid
masha,Masha
mutant,mutant
perrin,Perrin
feilschen,haggling
dreifachen,triple
einmaliges,unique
börsenaufsicht,stock exchange regulator
colleges,colleges
lucio,Lucio
oops,Oops
fortgeschrittene,advanced
andersen,other
rundfunk,broadcasting
eintraf,arrived
tino,Tino
wren,wren
bube,boy
elya,elya
schiesst,shoots
damaligen,then
marwan,Marwan
stummen,silent
engl,English
schmeckst,taste
asservatenkammer,evidence room
galopp,gallop
bauchweh,stomach ache
fluchtplan,escape plan
dazugehört,belongs
